source,target,link_type,direction,confidence,inferred
HADOOP-17699,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17698,HADOOP-17088,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17698,HADOOP-17423,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17698,HADOOP-17665,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17697,HADOOP-17799,augmented_soft_depends_on,augmented,0.734,True
HADOOP-17697,HADOOP-17484,augmented_soft_depends_on,augmented,0.722,True
HADOOP-17697,HADOOP-17582,augmented_soft_depends_on,augmented,0.702,True
HADOOP-17696,HADOOP-16927,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17696,HADOOP-17739,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17696,HADOOP-17734,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17695,HADOOP-16251,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17695,HADOOP-17160,augmented_soft_depends_on,augmented,0.798,True
HADOOP-17695,HADOOP-16666,augmented_soft_depends_on,augmented,0.798,True
HADOOP-17694,HADOOP-17725,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17694,HADOOP-17053,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17694,HADOOP-16842,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17693,HADOOP-17678,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17693,HADOOP-17724,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17693,HADOOP-17509,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17692,HADOOP-16824,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17692,HADOOP-16240,augmented_soft_depends_on,augmented,0.773,True
HADOOP-17692,HADOOP-17713,augmented_soft_depends_on,augmented,0.742,True
HADOOP-17691,HADOOP-17261,augmented_soft_depends_on,augmented,0.739,True
HADOOP-17691,HADOOP-17620,augmented_soft_depends_on,augmented,0.724,True
HADOOP-17691,HADOOP-17772,augmented_soft_depends_on,augmented,0.698,True
HADOOP-17690,HADOOP-17700,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17690,HADOOP-17384,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17690,HADOOP-16500,augmented_soft_depends_on,augmented,0.739,True
HADOOP-17689,HADOOP-17686,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17689,HADOOP-17688,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17689,HADOOP-17744,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17688,HADOOP-17812,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17688,HADOOP-17689,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17688,HADOOP-17686,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17687,HADOOP-17749,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17687,HADOOP-16677,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17687,HADOOP-17331,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17686,HADOOP-17689,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17686,HADOOP-17744,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17686,HADOOP-17688,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17685,HADOOP-16262,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17685,HADOOP-16496,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17685,HADOOP-17674,augmented_soft_depends_on,augmented,0.758,True
HADOOP-17684,HADOOP-17316,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17684,HADOOP-17769,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17684,HADOOP-17602,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17683,HADOOP-16588,augmented_soft_depends_on,augmented,0.707,True
HADOOP-17683,HADOOP-17788,augmented_soft_depends_on,augmented,0.682,True
HADOOP-17683,HADOOP-16555,augmented_soft_depends_on,augmented,0.658,True
HADOOP-17682,HADOOP-17610,augmented_soft_depends_on,augmented,0.709,True
HADOOP-17682,HADOOP-17272,augmented_soft_depends_on,augmented,0.701,True
HADOOP-17682,HADOOP-16612,augmented_soft_depends_on,augmented,0.676,True
HADOOP-17681,HADOOP-17809,augmented_soft_depends_on,augmented,0.785,True
HADOOP-17681,HADOOP-17223,augmented_soft_depends_on,augmented,0.764,True
HADOOP-17681,HADOOP-17445,augmented_soft_depends_on,augmented,0.732,True
HADOOP-17680,HADOOP-16718,augmented_soft_depends_on,augmented,0.711,True
HADOOP-17680,HADOOP-16268,augmented_soft_depends_on,augmented,0.695,True
HADOOP-17680,HADOOP-17712,augmented_soft_depends_on,augmented,0.664,True
HADOOP-17679,HADOOP-16557,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17679,HADOOP-16559,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17679,HADOOP-16621,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17678,HADOOP-17693,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17678,HADOOP-17724,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17678,HADOOP-17509,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17677,HADOOP-17771,augmented_soft_depends_on,augmented,0.745,True
HADOOP-17677,HADOOP-16571,augmented_soft_depends_on,augmented,0.726,True
HADOOP-17677,HADOOP-16792,augmented_soft_depends_on,augmented,0.726,True
HADOOP-17676,HADOOP-17315,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17676,HADOOP-17351,augmented_soft_depends_on,augmented,0.759,True
HADOOP-17676,HADOOP-16389,augmented_soft_depends_on,augmented,0.742,True
HADOOP-17675,HADOOP-17194,augmented_soft_depends_on,augmented,0.737,True
HADOOP-17675,HADOOP-17469,augmented_soft_depends_on,augmented,0.726,True
HADOOP-17675,HADOOP-16294,augmented_soft_depends_on,augmented,0.722,True
HADOOP-17674,HADOOP-16870,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17674,HADOOP-16869,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17674,HADOOP-16262,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17673,HADOOP-17605,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17673,HADOOP-17711,augmented_soft_depends_on,augmented,0.693,True
HADOOP-17673,HADOOP-16226,augmented_soft_depends_on,augmented,0.685,True
HADOOP-17672,HADOOP-17035,augmented_soft_depends_on,augmented,0.727,True
HADOOP-17672,HADOOP-16495,augmented_soft_depends_on,augmented,0.691,True
HADOOP-17671,HADOOP-17586,augmented_soft_depends_on,augmented,0.723,True
HADOOP-17671,HADOOP-17525,augmented_soft_depends_on,augmented,0.702,True
HADOOP-17671,HADOOP-17009,augmented_soft_depends_on,augmented,0.7,True
HADOOP-17670,HADOOP-16500,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17670,HADOOP-16427,augmented_soft_depends_on,augmented,0.768,True
HADOOP-17670,HADOOP-17700,augmented_soft_depends_on,augmented,0.749,True
HADOOP-17669,HADOOP-16776,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17669,HADOOP-16401,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17669,HADOOP-16824,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17668,HADOOP-17075,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17668,HADOOP-17667,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17668,HADOOP-17254,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17667,HADOOP-17668,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17667,HADOOP-17075,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17667,HADOOP-17658,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17665,HADOOP-17752,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17665,HADOOP-17088,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17665,HADOOP-16659,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17664,HADOOP-16352,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17664,HADOOP-16606,augmented_soft_depends_on,augmented,0.794,True
HADOOP-17664,HADOOP-17647,augmented_soft_depends_on,augmented,0.728,True
HADOOP-17663,HADOOP-16772,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17663,HADOOP-17030,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17663,HADOOP-16729,augmented_soft_depends_on,augmented,0.771,True
HADOOP-17662,HADOOP-17092,augmented_soft_depends_on,augmented,0.664,True
HADOOP-17662,HADOOP-17270,augmented_soft_depends_on,augmented,0.661,True
HADOOP-17661,HADOOP-16808,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17661,HADOOP-16870,augmented_soft_depends_on,augmented,0.778,True
HADOOP-17661,HADOOP-16861,augmented_soft_depends_on,augmented,0.774,True
HADOOP-17660,HADOOP-17012,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17660,HADOOP-17633,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17660,HADOOP-16530,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17659,HADOOP-16867,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17659,HADOOP-17288,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17659,HADOOP-17658,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17658,HADOOP-17733,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17658,HADOOP-17739,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17658,HADOOP-17696,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17657,HADOOP-16247,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17657,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17657,HADOOP-16436,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17655,HADOOP-17796,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17655,HADOOP-16676,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17655,HADOOP-17625,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17654,HADOOP-16368,augmented_soft_depends_on,augmented,0.753,True
HADOOP-17654,HADOOP-17748,augmented_soft_depends_on,augmented,0.741,True
HADOOP-17654,HADOOP-17335,augmented_soft_depends_on,augmented,0.741,True
HADOOP-17653,HADOOP-16924,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17653,HADOOP-17315,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17653,HADOOP-17648,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17652,HADOOP-16791,augmented_soft_depends_on,augmented,0.751,True
HADOOP-17651,HADOOP-17627,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17651,HADOOP-16703,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17651,HADOOP-16865,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17650,HADOOP-16577,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17650,HADOOP-16731,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17650,HADOOP-17573,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17649,HADOOP-16460,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17649,HADOOP-17717,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17649,HADOOP-16405,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17648,HADOOP-16924,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17648,HADOOP-17440,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17648,HADOOP-17344,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17646,HADOOP-16625,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17646,HADOOP-16734,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17646,HADOOP-17330,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17645,HADOOP-16187,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17645,HADOOP-17459,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17645,HADOOP-17325,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17644,HADOOP-16753,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17644,HADOOP-16726,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17644,HADOOP-17551,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17643,HADOOP-16580,augmented_soft_depends_on,augmented,0.771,True
HADOOP-17643,HADOOP-16423,augmented_soft_depends_on,augmented,0.692,True
HADOOP-17643,HADOOP-16257,augmented_soft_depends_on,augmented,0.681,True
HADOOP-17642,HADOOP-17260,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17642,HADOOP-17378,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17642,HADOOP-17009,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17641,HADOOP-16842,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17641,HADOOP-17193,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17641,HADOOP-16845,augmented_soft_depends_on,augmented,0.679,True
HADOOP-17640,HADOOP-16375,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17640,HADOOP-17737,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17640,HADOOP-17797,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17639,HADOOP-16522,augmented_soft_depends_on,augmented,0.769,True
HADOOP-17639,HADOOP-17087,augmented_soft_depends_on,augmented,0.72,True
HADOOP-17639,HADOOP-16430,augmented_soft_depends_on,augmented,0.699,True
HADOOP-17638,HADOOP-17430,augmented_soft_depends_on,augmented,0.761,True
HADOOP-17638,HADOOP-17527,augmented_soft_depends_on,augmented,0.699,True
HADOOP-17638,HADOOP-17606,augmented_soft_depends_on,augmented,0.69,True
HADOOP-17637,HADOOP-17396,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17637,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17637,HADOOP-16666,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17636,HADOOP-16639,augmented_soft_depends_on,augmented,0.662,True
HADOOP-17635,HADOOP-16856,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17635,HADOOP-16620,augmented_soft_depends_on,augmented,0.749,True
HADOOP-17635,HADOOP-16744,augmented_soft_depends_on,augmented,0.739,True
HADOOP-17633,HADOOP-16275,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17633,HADOOP-17283,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17633,HADOOP-16624,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17632,HADOOP-17012,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17632,HADOOP-17525,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17632,HADOOP-17633,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17631,HADOOP-17386,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17631,HADOOP-16245,augmented_soft_depends_on,augmented,0.712,True
HADOOP-17631,HADOOP-16879,augmented_soft_depends_on,augmented,0.677,True
HADOOP-17630,HADOOP-17629,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17630,HADOOP-17457,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17630,HADOOP-16616,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17629,HADOOP-16304,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17629,HADOOP-16367,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17629,HADOOP-17630,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17628,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17628,HADOOP-16666,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17628,HADOOP-16333,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17627,HADOOP-17651,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17627,HADOOP-16703,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17627,HADOOP-16865,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17625,HADOOP-17441,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17625,HADOOP-17651,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17625,HADOOP-17627,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17624,HADOOP-17055,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17624,HADOOP-17235,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17624,HADOOP-17182,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17623,HADOOP-17502,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17623,HADOOP-16609,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17623,HADOOP-16952,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17622,HADOOP-17487,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17622,HADOOP-17387,augmented_soft_depends_on,augmented,0.689,True
HADOOP-17622,HADOOP-17367,augmented_soft_depends_on,augmented,0.682,True
HADOOP-17621,HADOOP-16676,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17621,HADOOP-16283,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17621,HADOOP-16592,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17620,HADOOP-16872,augmented_soft_depends_on,augmented,0.768,True
HADOOP-17620,HADOOP-17691,augmented_soft_depends_on,augmented,0.724,True
HADOOP-17620,HADOOP-17028,augmented_soft_depends_on,augmented,0.716,True
HADOOP-17619,HADOOP-17466,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17619,HADOOP-16975,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17619,HADOOP-17294,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17618,HADOOP-17311,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17618,HADOOP-17397,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17618,HADOOP-16916,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17617,HADOOP-16216,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17617,HADOOP-17204,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17617,HADOOP-17794,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17616,HADOOP-17376,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17616,HADOOP-17150,augmented_soft_depends_on,augmented,0.741,True
HADOOP-17616,HADOOP-16187,augmented_soft_depends_on,augmented,0.705,True
HADOOP-17615,HADOOP-17444,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17615,HADOOP-17442,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17615,HADOOP-17343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17614,HADOOP-17177,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17614,HADOOP-17445,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17614,HADOOP-16982,augmented_soft_depends_on,augmented,0.786,True
HADOOP-17613,HADOOP-17587,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17613,HADOOP-17700,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17613,HADOOP-17389,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17612,HADOOP-16579,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17612,HADOOP-17253,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17612,HADOOP-16873,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17610,HADOOP-17510,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17610,HADOOP-17587,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17610,HADOOP-17067,augmented_soft_depends_on,augmented,0.759,True
HADOOP-17608,HADOOP-16216,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17608,HADOOP-17140,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17608,HADOOP-17568,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17607,HADOOP-17606,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17607,HADOOP-17430,augmented_soft_depends_on,augmented,0.695,True
HADOOP-17607,HADOOP-17274,augmented_soft_depends_on,augmented,0.678,True
HADOOP-17606,HADOOP-17430,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17606,HADOOP-17607,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17606,HADOOP-17567,augmented_soft_depends_on,augmented,0.743,True
HADOOP-17605,HADOOP-17673,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17605,HADOOP-16431,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17605,HADOOP-16226,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17603,HADOOP-17171,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17603,HADOOP-17601,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17603,HADOOP-17563,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17602,HADOOP-17316,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17602,HADOOP-17769,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17602,HADOOP-17684,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17601,HADOOP-16883,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17601,HADOOP-17603,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17601,HADOOP-16891,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17600,HADOOP-17030,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17600,HADOOP-16266,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17600,HADOOP-16912,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17599,HADOOP-16672,augmented_soft_depends_on,augmented,0.764,True
HADOOP-17599,HADOOP-16727,augmented_soft_depends_on,augmented,0.733,True
HADOOP-17599,HADOOP-16501,augmented_soft_depends_on,augmented,0.715,True
HADOOP-17598,HADOOP-16975,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17598,HADOOP-17182,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17598,HADOOP-16556,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17597,HADOOP-16522,augmented_soft_depends_on,augmented,0.787,True
HADOOP-17597,HADOOP-16379,augmented_soft_depends_on,augmented,0.773,True
HADOOP-17597,HADOOP-16241,augmented_soft_depends_on,augmented,0.719,True
HADOOP-17596,HADOOP-16504,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17596,HADOOP-17010,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17596,HADOOP-16912,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17595,HADOOP-17502,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17595,HADOOP-16609,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17595,HADOOP-16952,augmented_soft_depends_on,augmented,0.8,True
